transaction_text,category
Movie ticket booking INR 25114 TXN8c75c893,entertainment
Water bill INR 49046 TXNa892b71c,utilities
Zomato dinner INR 29022 TXN81826484,food
Mobile recharge INR 12822 TXNf8489788,utilities
Food court payment INR 20391 TXN04c6d08c,food
Electricity bill payment INR 24224 TXN23de220a,utilities
Online shopping payment INR 901 TXN0007bd89,shopping
Amazon purchase INR 42466 TXN54ff1fc0,shopping
Electronics shopping INR 26152 TXNb10047a7,shopping
Pizza delivery INR 46204 TXNb32a18eb,food
Clothing store bill INR 41027 TXNe7126633,shopping
Food court payment INR 2044 TXN0fbe8848,food
Library fee INR 32182 TXN04443541,education
Credit card EMI INR 49197 TXN8cbd68db,emi
Netflix subscription INR 2553 TXN55520df2,entertainment
Electricity bill payment INR 40218 TXN187804f5,utilities
Car loan EMI INR 8677 TXNedd6f974,emi
Train ticket IRCTC INR 7876 TXNd62bfe62,travel
Cafe coffee INR 41827 TXN2a40924f,food
Restaurant bill INR 6438 TXNb6f0c247,food
Concert ticket INR 12775 TXN19d171ce,entertainment
Restaurant bill INR 44089 TXN641cc9ed,food
Water bill INR 38509 TXNed7cec90,utilities
Mobile recharge INR 978 TXN1daf0356,utilities
Medical test charges INR 43809 TXN0c076eae,healthcare
Swiggy order INR 12694 TXN91d1da77,food
Movie ticket booking INR 47822 TXN43730b9f,entertainment
Amazon purchase INR 11360 TXN34d34a6d,shopping
College fees payment INR 18106 TXN22164bee,education
Crypto investment INR 26870 TXN08b5fe99,investment
Home loan EMI INR 20442 TXN3cb632b7,emi
Online shopping payment INR 23032 TXN7de036a3,shopping
Flight ticket booking INR 30606 TXNe5fc526b,travel
Hotel booking INR 30393 TXN49ae32f7,travel
Uber ride INR 5985 TXN96a7bdd7,travel
Home loan EMI INR 12217 TXN9579590e,emi
Mobile recharge INR 41116 TXNfd148e8d,utilities
Lunch at hotel INR 11147 TXN8eb3cf97,food
Zomato dinner INR 41858 TXN1a773382,food
Internet recharge INR 5376 TXN6b30ea93,utilities
Fixed deposit investment INR 44672 TXN30b838c7,investment
Stock purchase INR 20398 TXN0abdebb7,investment
Cafe coffee INR 46312 TXN971ba809,food
Flipkart order INR 18332 TXNeb7258e6,shopping
Bike loan EMI INR 20729 TXN2d96e370,emi
Doctor consultation INR 12386 TXN6a3b5909,healthcare
Flipkart order INR 11657 TXN492a527d,shopping
Clothing store bill INR 45765 TXN8a031ca9,shopping
Exam fee INR 6106 TXNdf1807f4,education
Exam fee INR 37975 TXN502a7e96,education
Gas bill payment INR 42112 TXNce4d8ad0,utilities
Game purchase INR 41404 TXN52dedcbe,entertainment
Home loan EMI INR 38403 TXN2b18c900,emi
Doctor consultation INR 35305 TXNa872fa04,healthcare
PPF contribution INR 22785 TXNcb710641,investment
Flipkart order INR 22475 TXN95dce6cb,shopping
Concert ticket INR 5997 TXN632fbe99,entertainment
Movie ticket booking INR 16972 TXN1e092fc7,entertainment
PPF contribution INR 17144 TXN7aeeb8d5,investment
Swiggy order INR 33934 TXN988a14ae,food
Credit card EMI INR 9212 TXNbded0b49,emi
Exam fee INR 24447 TXN63349c8f,education
Hospital bill INR 21176 TXN4ffdd0ca,healthcare
Bus ticket INR 23569 TXN22f76d49,travel
Zomato dinner INR 27667 TXNb01aab25,food
Exam fee INR 22114 TXNcfd5400f,education
Ola cab INR 23512 TXN449fff80,travel
Flipkart order INR 30644 TXN104a1e7e,shopping
Movie ticket booking INR 49336 TXNf78c73f6,entertainment
Cafe coffee INR 40460 TXN0a4bd3e9,food
Library fee INR 47953 TXN5ba20754,education
Medical test charges INR 16013 TXN28963f03,healthcare
Clothing store bill INR 39433 TXNb234c4b0,shopping
Internet recharge INR 44519 TXNfbe5daa8,utilities
Pharmacy medicine purchase INR 2679 TXN36857b32,healthcare
Crypto investment INR 7118 TXNf48406a6,investment
Medical test charges INR 17702 TXNb0c85f4d,healthcare
Hospital bill INR 10799 TXN3282746c,healthcare
Movie ticket booking INR 19748 TXN82fd9ab0,entertainment
Movie ticket booking INR 37273 TXN18211a2d,entertainment
Car loan EMI INR 43527 TXN9f8679ed,emi
Electricity bill payment INR 5974 TXNed6a6288,utilities
Flipkart order INR 22732 TXN32a3875c,shopping
Library fee INR 10885 TXN80bdfabf,education
College fees payment INR 43212 TXN5337be32,education
Car loan EMI INR 11326 TXN86615fdc,emi
Clothing store bill INR 5317 TXN84ecdac5,shopping
Car loan EMI INR 13374 TXNd05898ae,emi
Hospital bill INR 47506 TXNc1fff632,healthcare
Stock purchase INR 44923 TXNc99dbe53,investment
Concert ticket INR 374 TXNb31c5d20,entertainment
Online course subscription INR 22641 TXN25e87702,education
Train ticket IRCTC INR 36083 TXN19d4173e,travel
Doctor consultation INR 31003 TXNd07326b7,healthcare
Medical test charges INR 46333 TXN008ccc59,healthcare
Mutual fund SIP INR 25450 TXN5e3ab288,investment
Personal loan installment INR 8800 TXNea025b94,emi
Pharmacy medicine purchase INR 18609 TXN664831a8,healthcare
Medical test charges INR 35053 TXN352a40ef,healthcare
Flight ticket booking INR 32051 TXNf49f878d,travel
Zomato dinner INR 39930 TXN6d87709c,food
Car loan EMI INR 24241 TXNd5b864f1,emi
Gas bill payment INR 32913 TXNbd3a9656,utilities
Food court payment INR 39317 TXN673969a7,food
Hospital bill INR 42358 TXN031e278b,healthcare
Stock purchase INR 32814 TXNe74d9fde,investment
Mutual fund SIP INR 13893 TXNf6ef0d31,investment
Electronics shopping INR 6135 TXNafa5000f,shopping
Internet recharge INR 42913 TXNf81c6993,utilities
Credit card EMI INR 9929 TXNee0a3567,emi
Clothing store bill INR 25400 TXNde1b96df,shopping
College fees payment INR 17156 TXN59d720e5,education
Doctor consultation INR 10767 TXN75fee3d4,healthcare
Hospital bill INR 30519 TXN4656b30a,healthcare
Flight ticket booking INR 45011 TXN646d1e33,travel
Bus ticket INR 26557 TXNede2e15a,travel
Zomato dinner INR 20957 TXN6d09da5f,food
Bike loan EMI INR 33274 TXNf3592d0d,emi
Medical test charges INR 809 TXN7751fe5c,healthcare
Library fee INR 27736 TXNcb5fbc1e,education
Restaurant bill INR 27901 TXN51609673,food
Amazon purchase INR 39609 TXNd320cd3d,shopping
Exam fee INR 31084 TXNf44418fa,education
Mobile recharge INR 23961 TXNcb6fc572,utilities
Ola cab INR 27841 TXN8f4e9fe9,travel
Game purchase INR 44268 TXN4f9c19e5,entertainment
Ola cab INR 505 TXN71685003,travel
Mobile recharge INR 16947 TXN09f2e745,utilities
Crypto investment INR 40323 TXN76c95aec,investment
Library fee INR 3231 TXNfb1091b9,education
Exam fee INR 2661 TXN834339c2,education
Train ticket IRCTC INR 30212 TXN50422c3f,travel
Electricity bill payment INR 39327 TXN85072d2f,utilities
Gas bill payment INR 27948 TXNe5dc5075,utilities
Gas bill payment INR 1592 TXN2d9136cb,utilities
Concert ticket INR 11763 TXN3dbc0bf1,entertainment
Clothing store bill INR 27382 TXN6c31a4c6,shopping
Cafe coffee INR 21325 TXN1cef9813,food
Amazon purchase INR 39094 TXNf9899d88,shopping
Flight ticket booking INR 48016 TXN4bd480e7,travel
Food court payment INR 48460 TXN99976250,food
Doctor consultation INR 11534 TXN37ad277d,healthcare
Hotel booking INR 6247 TXNab2e5967,travel
Car loan EMI INR 41529 TXN0561d8f3,emi
Library fee INR 18052 TXNb46a78dc,education
Internet recharge INR 45203 TXN6f3eea05,utilities
Crypto investment INR 37344 TXN4a6cadcf,investment
College fees payment INR 5065 TXN93d11583,education
Gas bill payment INR 2559 TXN4ed3c833,utilities
Bike loan EMI INR 47485 TXN225d3e72,emi
Train ticket IRCTC INR 33645 TXNbcfc69d5,travel
Flight ticket booking INR 41779 TXNdbca710d,travel
Electronics shopping INR 26312 TXNd440af7b,shopping
Zomato dinner INR 48990 TXNa7960681,food
Amazon purchase INR 28455 TXN2145dbc7,shopping
Ola cab INR 37464 TXN54358e3a,travel
Clothing store bill INR 40392 TXN2ff3a344,shopping
Movie ticket booking INR 45548 TXN1c0b4967,entertainment
Restaurant bill INR 37624 TXN4e1293c9,food
Online course subscription INR 49904 TXNc51545c1,education
Pharmacy medicine purchase INR 48996 TXN7fa619c0,healthcare
Personal loan installment INR 32920 TXNb85281bb,emi
Food court payment INR 26177 TXN4a87cd0e,food
Personal loan installment INR 17920 TXN1be51ae4,emi
Cafe coffee INR 13624 TXNc000b833,food
Lunch at hotel INR 27203 TXNb7bfdfd5,food
Personal loan installment INR 17551 TXN64903598,emi
Exam fee INR 6416 TXNfb06ac99,education
Stock purchase INR 1234 TXN6470cc68,investment
Water bill INR 4226 TXN67e2dc2f,utilities
Online shopping payment INR 30238 TXN93c9d6a0,shopping
Pharmacy medicine purchase INR 35534 TXNe4486a02,healthcare
Medical test charges INR 36596 TXNa36ff95e,healthcare
Restaurant bill INR 22371 TXN703ba832,food
Gas bill payment INR 29173 TXN9e786afb,utilities
Credit card EMI INR 48715 TXNfd0bd632,emi
Online course subscription INR 34930 TXN5719d487,education
Credit card EMI INR 16807 TXN2f064cdb,emi
Hospital bill INR 43349 TXNbe317c41,healthcare
Bus ticket INR 31935 TXNa27de4e6,travel
Concert ticket INR 5495 TXNdc94efbf,entertainment
Crypto investment INR 24245 TXN92ac9827,investment
Clothing store bill INR 49258 TXN69f1c1dd,shopping
Internet recharge INR 44254 TXNafd9391e,utilities
College fees payment INR 10267 TXN5fbd7ac7,education
Bike loan EMI INR 23094 TXN5427047a,emi
Medical test charges INR 1584 TXNb204b938,healthcare
Online shopping payment INR 48812 TXNddcc3ffc,shopping
Online course subscription INR 24644 TXN2cc8ede3,education
Movie ticket booking INR 24850 TXNdf133b71,entertainment
Uber ride INR 25985 TXN4577717e,travel
Stock purchase INR 7300 TXN44d335c5,investment
Flipkart order INR 10477 TXNb1b1e05a,shopping
Medical test charges INR 23120 TXN7acc34b3,healthcare
PPF contribution INR 39322 TXNc34cbb9c,investment
Clothing store bill INR 23851 TXN5c1255fb,shopping
Bus ticket INR 45063 TXN0d30387e,travel
Mobile recharge INR 35152 TXNf130ef6c,utilities
Game purchase INR 14802 TXN94c9bbe0,entertainment
Medical test charges INR 49649 TXN6f51f920,healthcare
Exam fee INR 29505 TXN81b3a437,education
Car loan EMI INR 26267 TXN2befd1d0,emi
Amazon purchase INR 34958 TXN8a763de4,shopping
Internet recharge INR 43054 TXN2c8f56f4,utilities
Home loan EMI INR 25173 TXN70a8698e,emi
Medical test charges INR 26939 TXNdb48d6b9,healthcare
Mutual fund SIP INR 40608 TXNe0d4fec6,investment
Stock purchase INR 40007 TXN46436e7d,investment
Netflix subscription INR 39343 TXN528435c0,entertainment
Hospital bill INR 21350 TXN61b74018,healthcare
Stock purchase INR 37360 TXNc728c153,investment
College fees payment INR 24317 TXN46b77080,education
Pizza delivery INR 39459 TXNc0078b5b,food
Doctor consultation INR 10626 TXN91af3cf0,healthcare
Exam fee INR 47436 TXN331c4983,education
Stock purchase INR 30994 TXN734833a6,investment
Fixed deposit investment INR 8743 TXN8bca7945,investment
Amazon purchase INR 2074 TXNdcd6399c,shopping
Crypto investment INR 30273 TXNa6d9a7a0,investment
Online course subscription INR 44855 TXNb2d1c464,education
Online course subscription INR 11641 TXN0745b66f,education
College fees payment INR 39634 TXN3a61f6ce,education
Water bill INR 16097 TXN7b024679,utilities
College fees payment INR 501 TXN152ce270,education
Pizza delivery INR 44409 TXN6d46920e,food
Medical test charges INR 25302 TXN4edcf1c3,healthcare
Train ticket IRCTC INR 17091 TXN55880942,travel
Netflix subscription INR 46960 TXN04fa57ec,entertainment
Netflix subscription INR 28788 TXN063b5e16,entertainment
College fees payment INR 19249 TXNd466955c,education
Hospital bill INR 23864 TXN5e8a3d70,healthcare
Medical test charges INR 28137 TXNe197b01e,healthcare
Uber ride INR 9617 TXN0fab0def,travel
Online shopping payment INR 49436 TXN391aec56,shopping
Bus ticket INR 11122 TXN5962f18c,travel
Internet recharge INR 43076 TXN01c8838b,utilities
Water bill INR 15979 TXN86396b4d,utilities
Online course subscription INR 17384 TXNbca90e63,education
Flight ticket booking INR 42126 TXN7b63e71a,travel
Train ticket IRCTC INR 46520 TXNa2028ee5,travel
Online course subscription INR 49659 TXNe418aa15,education
Clothing store bill INR 19402 TXNcb7c9e21,shopping
Exam fee INR 29565 TXN58c4f731,education
Online shopping payment INR 18091 TXN3dca5472,shopping
Lunch at hotel INR 9226 TXN631833f6,food
Bike loan EMI INR 18952 TXN6c66fd75,emi
Zomato dinner INR 24354 TXNfcb61002,food
Gas bill payment INR 20147 TXN664e3e65,utilities
Bike loan EMI INR 41592 TXNe0ac1106,emi
Electronics shopping INR 46782 TXN9f9c07d5,shopping
Exam fee INR 10171 TXN5d8fec2c,education
Car loan EMI INR 39859 TXNe7443929,emi
Electronics shopping INR 16912 TXN586615c1,shopping
Mutual fund SIP INR 13921 TXN27f36acd,investment
Flipkart order INR 38338 TXN473c59fd,shopping
Restaurant bill INR 23915 TXNf62158c8,food
Game purchase INR 31308 TXN50ba1391,entertainment
Personal loan installment INR 42245 TXNbce7195e,emi
Bike loan EMI INR 32889 TXNf710f5a3,emi
Mobile recharge INR 24584 TXNca5a0780,utilities
Medical test charges INR 42542 TXNd53d577e,healthcare
Bike loan EMI INR 31641 TXNf2bf6323,emi
Credit card EMI INR 24945 TXN443419a8,emi
Pizza delivery INR 4293 TXN95ef44a9,food
Water bill INR 20320 TXN6f890f85,utilities
Stock purchase INR 9886 TXN2586a1ae,investment
Online shopping payment INR 47810 TXN466babb5,shopping
Bus ticket INR 12956 TXN5f855cb3,travel
Internet recharge INR 30152 TXNf004e791,utilities
Lunch at hotel INR 48956 TXN2bc3b638,food
Movie ticket booking INR 48636 TXN1fad6a03,entertainment
Fixed deposit investment INR 43581 TXN0b29c710,investment
Cafe coffee INR 41101 TXN3bf3719b,food
Flight ticket booking INR 33304 TXNe3630a00,travel
Flight ticket booking INR 36310 TXN3f30c5b6,travel
Netflix subscription INR 3718 TXN38b48fe3,entertainment
Online course subscription INR 16086 TXN3840de7f,education
Flipkart order INR 45250 TXN4fc1affc,shopping
Stock purchase INR 45246 TXN1f60f905,investment
Online course subscription INR 2686 TXN23159e72,education
Online shopping payment INR 18234 TXNd785c2f6,shopping
Bus ticket INR 12502 TXN30904b67,travel
Ola cab INR 34296 TXN22a7e9f4,travel
Amazon purchase INR 13663 TXN84706717,shopping
Stock purchase INR 38432 TXNcf0ead9f,investment
Library fee INR 6490 TXNc41d6c67,education
Netflix subscription INR 20946 TXN80306f66,entertainment
Ola cab INR 31395 TXN96ad1ae6,travel
Train ticket IRCTC INR 5514 TXNb7a24a0f,travel
Online course subscription INR 6595 TXN0cf179ed,education
Movie ticket booking INR 39259 TXN7afd675a,entertainment
Exam fee INR 37361 TXN4668bae5,education
Food court payment INR 28214 TXN72cdfeaf,food
Bus ticket INR 29058 TXNca7ab7f1,travel
Crypto investment INR 41660 TXN8f2de3fb,investment
College fees payment INR 16548 TXN9930feed,education
Pharmacy medicine purchase INR 32333 TXN0a3cfae0,healthcare
Personal loan installment INR 33295 TXN4eeb7b17,emi
Exam fee INR 42339 TXNcca63d69,education
Clothing store bill INR 34927 TXN13a78a36,shopping
Fixed deposit investment INR 18091 TXNf167cb65,investment
Concert ticket INR 41070 TXNf08b8035,entertainment
College fees payment INR 49635 TXN83815f73,education
Credit card EMI INR 477 TXN57f5a82d,emi
Mobile recharge INR 30885 TXN719706cd,utilities
Online course subscription INR 11767 TXN0d89cb56,education
Train ticket IRCTC INR 44154 TXNc22d7a5d,travel
Amazon purchase INR 29095 TXNab47b56a,shopping
Mobile recharge INR 12020 TXNa8bb6c2c,utilities
Mutual fund SIP INR 15241 TXN49c1a182,investment
Fixed deposit investment INR 32934 TXNb211c654,investment
Clothing store bill INR 34810 TXNe8780138,shopping
College fees payment INR 44925 TXN33a41102,education
Online shopping payment INR 13831 TXN5bba6d4d,shopping
Personal loan installment INR 10299 TXNcb7fff7d,emi
PPF contribution INR 11307 TXN2d55431b,investment
Bike loan EMI INR 43473 TXNff1a8047,emi
Personal loan installment INR 33897 TXN46cedcf1,emi
Library fee INR 47659 TXNacbef4fa,education
Flipkart order INR 17276 TXN2cab92f7,shopping
Exam fee INR 24350 TXN851ef25e,education
Personal loan installment INR 21920 TXNe1e39074,emi
Gas bill payment INR 29522 TXN6712149e,utilities
Electronics shopping INR 36965 TXN4a9d8f35,shopping
Medical test charges INR 421 TXN823b10f6,healthcare
Hospital bill INR 26840 TXNa30fa27c,healthcare
Water bill INR 29992 TXN7b1cf4ee,utilities
Amazon purchase INR 46209 TXN939f0bd7,shopping
Stock purchase INR 43438 TXN84df2a6f,investment
Clothing store bill INR 24526 TXNcc003b19,shopping
Restaurant bill INR 28066 TXN80a6e7f5,food
Pharmacy medicine purchase INR 36623 TXNad4a1e17,healthcare
Movie ticket booking INR 14138 TXN81ff975e,entertainment
Game purchase INR 18004 TXN411f1fb3,entertainment
Uber ride INR 15984 TXN3c0645fa,travel
Personal loan installment INR 47422 TXN8de8f1d8,emi
Library fee INR 3064 TXN1485b018,education
Medical test charges INR 16423 TXN47d4878d,healthcare
Online shopping payment INR 38461 TXNed36c341,shopping
Hospital bill INR 6697 TXN0311ffc5,healthcare
Pizza delivery INR 22508 TXNd07a79e8,food
Online shopping payment INR 24262 TXNaba5fd53,shopping
Exam fee INR 7326 TXN6e4eb177,education
Online course subscription INR 49190 TXN92d3e8aa,education
Flight ticket booking INR 48051 TXN16186b9d,travel
Doctor consultation INR 9907 TXN692ad1b4,healthcare
Online shopping payment INR 13156 TXN51a42841,shopping
Netflix subscription INR 28771 TXN582aad94,entertainment
Fixed deposit investment INR 37584 TXNf565d824,investment
Concert ticket INR 36532 TXN4e2a936d,entertainment
Concert ticket INR 45241 TXNbb4abb53,entertainment
Zomato dinner INR 4506 TXN9f49f50a,food
Gas bill payment INR 29268 TXN8755de2f,utilities
Stock purchase INR 21104 TXNde56de48,investment
Online course subscription INR 30249 TXNdfdd5c0a,education
Gas bill payment INR 13090 TXN1869674e,utilities
Clothing store bill INR 39608 TXN0ae71860,shopping
Zomato dinner INR 7861 TXNded3fbb4,food
Medical test charges INR 26022 TXNca02c7b4,healthcare
College fees payment INR 34679 TXN66baf93c,education
Food court payment INR 24526 TXN6f2d2c8e,food
Food court payment INR 28702 TXNea28ab58,food
Food court payment INR 21484 TXNfb3d784e,food
Game purchase INR 18573 TXNce5f5b8b,entertainment
Electricity bill payment INR 48181 TXN293aabac,utilities
Hotel booking INR 6088 TXN71f624ae,travel
Netflix subscription INR 34899 TXN619e00a6,entertainment
Bike loan EMI INR 5799 TXN4e8d8f4c,emi
Online course subscription INR 49327 TXNc683f7ac,education
Bus ticket INR 28292 TXNc27fa2f1,travel
Electronics shopping INR 29625 TXNbb051878,shopping
Personal loan installment INR 4835 TXN092f7796,emi
Bike loan EMI INR 22319 TXN39b224e3,emi
Library fee INR 1457 TXN52a26143,education
Pharmacy medicine purchase INR 466 TXN041bb4f4,healthcare
Hospital bill INR 609 TXNfe28647f,healthcare
Fixed deposit investment INR 28043 TXN93cea53e,investment
Personal loan installment INR 14657 TXN2895ad41,emi
Mobile recharge INR 30049 TXNc6d899dd,utilities
Crypto investment INR 23292 TXN1b4173ba,investment
Car loan EMI INR 9767 TXNbda13cbd,emi
Fixed deposit investment INR 11950 TXN289e4a76,investment
Uber ride INR 35008 TXNd27ebfdf,travel
Lunch at hotel INR 8394 TXN610c578b,food
Concert ticket INR 4589 TXN4d7d3341,entertainment
